script_id,imdb_id,title,year,gross (inflation-adjusted),link
1534,tt1022603,(500) Days of Summer,2009,37,http://www.imsdb.com/Movie Scripts/500 Days of Summer Script.html
1512,tt0147800,10 Things I Hate About You,1999,65,http://www.imsdb.com/Movie Scripts/10 Things I Hate About You Script.html
1514,tt0417385,12 and Holding,2005,,http://www.imsdb.com/Movie Scripts/12 and Holding Script.html
1517,tt2024544,12 Years a Slave,2013,60,http://www.imsdb.com/Movie Scripts/12 Years a Slave Script.html
1520,tt1542344,127 Hours,2010,20,http://www.imsdb.com/Movie Scripts/127 Hours Script.html
6537,tt0450385,1408,2007,91,1408.pdf
3778,tt0103594,1492: Conquest of Paradise,1992,15,http://www.angelfire.com/movies/ridleyscott/script/1492-ConquestOfParadise.txt
623,tt0179626,15 Minutes,2001,37,film_20100519/all_imsdb_05_19_10/15-Minutes.html
1525,tt0974661,17 Again,2009,74,http://www.imsdb.com/Movie Scripts/17 Again Script.html
6030,tt1272878,2 Guns,2013,80,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/2%20Guns%20%2820090915%29.pdf
625,tt0062622,2001: A Space Odyssey,1968,376,film_20100519/all_imsdb_05_19_10/2001-A-Space-Odyssey.html
1509,tt1190080,2012,2009,192,http://www.imsdb.com/Movie Scripts/2012 Script.html
8543,tt0478087,21,2008,98,21(2008)[SCAN][2nd](3.10.04)118pp.pdf
7834,tt2294449,22 Jump Street,2014,204,22 JUMP STREET (2014) by Oren Uziel [2013.04.23] [Digital].pdf
630,tt0307901,25th Hour,2002,19,film_20100519/all_imsdb_05_19_10/25th-Hour.html
3784,tt0191754,28 Days,2000,59,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-28_Days.pdf
6360,tt0289043,28 Days Later...,2002,67,28_DAYS_LATER_2002__undated_Alex_Garland.pdf
7597,tt0463854,28 Weeks Later,2007,36,28 WEEKS LATER (2007) - 2006.06.16 draft.pdf
8209,tt2172934,3 Days to Kill,2014,32,Three Days To Kill (2014) [Undated] [Digital].pdf
1408,tt0094137,3 Men and a Baby,1987,373,film_20100519/all_imsdb_05_19_10/Three-Men-and-a-Baby.html
7678,tt0075612,3 Women,1977,,three women-treatment.pdf
8671,tt0389722,30 Days of Night,2007,50,http://indiegroundfilms.files.wordpress.com/2013/08/30-days-of-night-jul22-06-numbered-production-polish.pdf
1530,tt1622547,30 Minutes or Less,2011,40,http://www.imsdb.com/Movie Scripts/30 Minutes or Less Script.html
7770,tt0416449,300,2006,280,300 [Michael Gordon] [07.09.05] [Scan].pdf
3789,tt0381849,3:10 to Yuma,2007,67,http://www.screenplaydb.com/film/download/310toyuma20070123/
1502,tt0453562,42,2013,101,http://www.imsdb.com/Movie Scripts/42 Script.html
1532,tt0083511,48 Hrs.,1982,224,http://www.imsdb.com/Movie Scripts/48 Hrs. Script.html
3770,tt1306980,50/50,2011,38,http://www-deadline-com.vimg.net/wp-content/uploads/2011/12/50-50_FINAL_Shooting_Draft_12-1-11__111215013022.pdf
1537,tt0134273,8MM,1999,62,http://www.imsdb.com/Movie Scripts/8MM Script.html
5820,tt0268978,A Beautiful Mind,2001,262,https://www.dropbox.com/sh/jpxh25l44yke4np/AAAAQzGJlSqUNl-dkPc3TPPra/BEAUTIFUL%20MIND%2C%20A%20%282001%29%20by%20Akiva%20Goldsman%20%282000.08.11%29.pdf?dl=0
6574,tt0120633,A Civil Action,1998,105,A CIVIL ACTION.pdf
4022,tt0066921,A Clockwork Orange,1971,,http://www.horrorlair.com/scripts/clockwork_orange.html
2190,tt0097243,A Dry White Season,1989,8,"http://www.imsdb.com/Movie Scripts/Dry White Season, A Script.html"
1538,tt0104257,A Few Good Men,1992,295,http://www.imsdb.com/Movie Scripts/A Few Good Men Script.html
8880,tt0401445,A Good Year,2006,9,http://indiegroundfilms.files.wordpress.com/2014/01/good-year-a-apr29-05.pdf
8007,tt0399146,A History of Violence,2005,42,"HISTORY OF VIOLENCE, A by Josh Olson (2003-07-18) [scan].pdf"
7931,tt0266465,A Man Apart,2003,37,"man apart, a.pdf"
5368,tt2937898,A Most Violent Year,2014,6,http://gointothestory.blcklst.com/wp-content/uploads/2014/12/A-Most-Violent-Year.pdf
8057,tt1972571,A Most Wanted Man,2014,18,A Most Wanted Man .pdf
5342,tt0120770,A Night at the Roxbury,1998,56,http://www.awesomefilm.comscript/roxt.txt
1196,tt0087800,A Nightmare on Elm Street,1984,68,"film_20100519/all_imsdb_05_19_10/Nightmare-on-Elm-Street,-A.html"
6161,tt0089686,A Nightmare on Elm Street 2: Freddy's Revenge,1985,73,NIGHTMARE ON ELMS STREET 2 - FREDDY'S REVENGE by David Chaskin.pdf
4706,tt0093629,A Nightmare on Elm Street 3: Dream Warriors,1987,99,http://www.horrorlair.com/scripts/nightmare_on_elm_street3.txt
4702,tt0095742,A Nightmare on Elm Street 4: The Dream Master,1988,104,http://www.dailyscript.com/scripts/A-Nightmare-on-Elm-Street-4.txt
4703,tt0097981,A Nightmare on Elm Street 5: The Dream Child,1989,48,http://www.dailyscript.com/scripts/A-Nightmare-on-Elm-Street-5.txt
7251,tt0971209,A Perfect Getaway,2009,17,A+Perfect+Getaway.pdf
1222,tt0107808,A Perfect World,1993,65,"film_20100519/all_imsdb_05_19_10/Perfect-World,-A.html"
4892,tt0091867,A Room with a View,1985,51,http://www.dailyscript.com/scripts/A_Room_With_A_View.pdf
6822,tt0405296,A Scanner Darkly,2006,7,A Scanner Darkly [kaufman].pdf
633,tt1019452,A Serious Man,2009,10,film_20100519/all_imsdb_05_19_10/A-Serious-Man.html
4961,tt0120324,A Simple Plan,1998,30,"http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Simple_Plan,_A.pdf"
4963,tt1315981,A Single Man,2009,10,"http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Single_Man, A.pdf"
1455,tt0281358,A Walk to Remember,2002,61,"film_20100519/all_imsdb_05_19_10/Walk-to-Remember,-A.html"
8682,tt0212720,A.I. Artificial Intelligence,2001,120,https://indiegroundfilms.files.wordpress.com/2014/01/a-i.pdf
6034,tt1826590,About Last Night,2014,51,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/ALN%2520White%2520Shooting%25209.5.12%20Andrew%20Ferguson.pdf
642,tt0094602,Above the Law,1988,40,film_20100519/all_imsdb_05_19_10/Above-the-Law.html
1545,tt0118548,Absolute Power,1997,94,http://www.imsdb.com/Movie Scripts/Absolute Power Script.html
1550,tt0109040,Ace Ventura: Pet Detective,1994,150,http://www.dailyscript.com/scripts/ace_ventura_shoot.html
6407,tt0268126,Adaptation.,2002,33,Adaptation (2002) [Rev. 2000-11-21] [Digital].pdf
3805,tt1091722,Adventureland,2009,18,http://www.joblo.com/scripts/Adventureland.pdf
1559,tt0118564,Affliction,1997,11,http://www.imsdb.com/Movie Scripts/Affliction Script.html
1564,tt0088683,Agnes of God,1985,,http://www.imsdb.com/Movie Scripts/Agnes of God Script.html
647,tt0118571,Air Force One,1997,327,film_20100519/all_imsdb_05_19_10/Air-Force-One.html
650,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html
648,tt0080339,Airplane!,1980,269,film_20100519/all_imsdb_05_19_10/Airplane.html
1571,tt0103639,Aladdin,1992,454,http://www.imsdb.com/Movie Scripts/Aladdin Script.html
8683,tt0375173,Alfie,2004,18,http://indiegroundfilms.files.wordpress.com/2013/08/alfie.pdf
653,tt0248667,Ali,2001,89,film_20100519/all_imsdb_05_19_10/Ali.html
3816,tt1014759,Alice in Wonderland,2010,368,http://www.joblo.com/scripts/Alice in Wonderland.pdf
1576,tt0078748,Alien,1979,6,http://www.dailyscript.com/scripts/alien_shooting.html
652,tt0094631,Alien Nation,1988,53,film_20100519/all_imsdb_05_19_10/Alien-Nation.html
3818,tt0118583,Alien: Resurrection,1997,90,http://www.horrorlair.com/scripts/alienresurrection_early.html
1597,tt0090605,Aliens,1986,199,http://www.imsdb.com/Movie Scripts/Aliens Script.html
7235,tt0758730,Aliens vs. Predator: Requiem,2007,52,ALIENS VS. PREDATOR - REQUIEM (2007) (aka ALIEN VS. PREDATOR - REQUIEM) (aka AVP2) by Shane Salerno [2005.12.15] [1s.pdf
1582,tt0103644,Alien³,1992,116,http://www.horrorlair.com/scripts/alien3_hill.html
1603,tt0881891,All About Steve,2009,39,http://www.imsdb.com/Movie Scripts/All About Steve Script.html
3824,tt0847214,All God's Children Can Dance,2008,,http://www.simplyscripts.com/scripts/K-TOWNSUPERFROGJan06.pdf
6157,tt0490076,All the Boys Love Mandy Lane,2006,,All The Boys Love Mandy Lane (2006) [Undated] [Digital].pdf
7583,tt0074119,All the President's Men,1976,,ALL THE PRESIDENT'S MEN - 1975.03 draft by William Goldman.1.pdf
8230,tt0149624,All the Pretty Horses,2000,25,All The Pretty Horses (2000) [1993-11-1] [1st Rev.] [Scan].pdf
1606,tt0181875,Almost Famous,2000,52,http://www.imsdb.com/Movie Scripts/Almost Famous Script.html
1609,tt0369226,Alone in the Dark,2005,6,http://www.imsdb.com/Movie Scripts/Alone in the Dark Script.html
664,tt0086879,Amadeus,1984,,film_20100519/all_imsdb_05_19_10/Amadeus.html
1613,tt1129445,Amelia,2009,16,http://www.imsdb.com/Movie Scripts/Amelia Script.html
5803,tt0211915,Amélie,2001,51,https://www.dropbox.com/sh/jpxh25l44yke4np/AABH96p-Kgs8OPQWiEeNHczsa/AMELIE%20%282001%29%20%5BAKA%20Le%20fabuleux%20destin%20d%27Am%C3%A9lie%20Poulain%5D%20Guillaume%20Laurant%20%26%20Jean-Pierre%20Jeunet%20%5BTranslated%5D.pdf?dl=0
1615,tt0169547,American Beauty,1999,222,http://www.imsdb.com/Movie Scripts/American Beauty Script.html
665,tt0765429,American Gangster,2007,164,film_20100519/all_imsdb_05_19_10/American-Gangster.html
7955,tt0080365,American Gigolo,1980,,American Gigolo (1980).pdf
666,tt0069704,American Graffiti,1973,565,film_20100519/all_imsdb_05_19_10/American-Graffiti.html
5805,tt0120586,American History X,1998,12,https://www.dropbox.com/sh/jpxh25l44yke4np/AAD3lUocc5KGZYoeHUPvSdhua/AMERICAN%20HISTORY%20X%20%281998%29%20David%20McKenna.pdf?dl=0
1628,tt1800241,American Hustle,2013,160,http://www.imsdb.com/Movie Scripts/American Hustle Script.html
1631,tt0022626,American Madness,1932,,http://www.imsdb.com/Movie Scripts/American Madness Script.html
1634,tt0244000,American Outlaws,2001,20,http://www.dailyscript.com/scripts/American_Outlaws.html
1635,tt0163651,American Pie,1999,174,http://www.imsdb.com/Movie Scripts/American Pie Script.html
1639,tt0144084,American Psycho,2000,24,http://www.imsdb.com/Movie Scripts/American Psycho Script.html
3834,tt0101327,American Shaolin,1991,,http://www.awesomefilm.com/script/ashaolin.html
7413,tt2179136,American Sniper,2014,372,American Sniper_Final Shooting.pdf
1643,tt0305206,American Splendor,2003,8,http://www.imsdb.com/Movie Scripts/American Splendor Script.html
7716,tt3316948,American Ultra,2015,14,American Ultra (2015) [2013-3-13] [Digital].pdf
5373,tt1602620,Amour,2012,,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/Amour.pdf
3807,tt0050105,An Affair to Remember,1957,,http://www.dailyscript.com/scripts/an_affair_to_remember.pdf
674,tt0082010,An American Werewolf in London,1981,,film_20100519/all_imsdb_05_19_10/American-Werewolf-in-London.html
3838,tt0118604,An American Werewolf in Paris,1997,50,"http://www.dailyscript.com/scripts/American+Werewolf+In+Paris,+An.txt"
1650,tt1174732,An Education,2009,14,http://www.imsdb.com/Movie Scripts/An Education Script.html
4738,tt0084434,An Officer and a Gentleman,1982,384,"http://www.dailyscript.com/scripts/Officer+And+A+Gentleman,+An.txt"
8219,tt0078444,An Unmarried Woman,1978,,"Unmarried Woman, An.pdf"
678,tt0289848,Analyze That,2002,48,film_20100519/all_imsdb_05_19_10/Analyze-That.html
1652,tt0122933,Analyze This,1999,183,http://www.imsdb.com/Movie Scripts/Analyze This Script.html
676,tt0118617,Anastasia,1997,110,film_20100519/all_imsdb_05_19_10/Anastasia.html
8699,tt0052561,Anatomy of a Murder,1959,,http://indiegroundfilms.files.wordpress.com/2013/08/anatomy-of-a-murder-feb25-59-final-numbered.pdf
7630,tt0357413,Anchorman: The Legend of Ron Burgundy,2004,117,ANCHORMAN - THE LEGEND OF RON BURGUNDY (2004) (aka ANCHORMAN) (aka ACTION NEWS!  WITH RON BURGUNDY) by Will Ferrell .pdf
1655,tt0225071,Angel Eyes,2001,36,http://www.imsdb.com/Movie Scripts/Angel Eyes Script.html
1657,tt0808151,Angels & Demons,2009,154,http://www.imsdb.com/Movie Scripts/Angels & Demons Script.html
3850,tt1313092,Animal Kingdom,2010,1,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Animal_Kingdom_The.pdf
1659,tt1781769,Anna Karenina,2012,13,http://www.imsdb.com/Movie Scripts/Anna Karenina Script.html
682,tt0075686,Annie Hall,1977,152,film_20100519/all_imsdb_05_19_10/Annie-Hall.html
1667,tt1521197,Anonymous,2011,4,http://www.imsdb.com/Movie Scripts/Anonymous Script.html
5376,tt1431181,Another Year,2010,3,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/Another-Year.pdf
1669,tt0218817,Antitrust,2001,16,http://www.imsdb.com/Movie Scripts/Antitrust Script.html
1671,tt0120587,Antz,1998,168,http://www.imsdb.com/Movie Scripts/Antz Script.html
8703,tt0146838,Any Given Sunday,1999,129,http://indiegroundfilms.files.wordpress.com/2014/01/any-given-sunday-may01-99-revised-shooting.pdf
1676,tt0078788,Apocalypse Now,1979,16,http://www.imsdb.com/Movie Scripts/Apocalypse Now Script.html
8194,tt1772240,Apollo 18,2011,19,APOLLO 18 (2011) 2010.06.16 draft by Brian Miller.pdf
1682,tt0118636,Apt Pupil,1998,16,http://www.imsdb.com/Movie Scripts/Apt Pupil Script.html
1684,tt1764183,Arbitrage,2012,8,http://www.imsdb.com/Movie Scripts/Arbitrage Script.html
1689,tt0106303,Arctic Blue,1993,,http://www.awesomefilm.com/script/arcticblue.txt
1691,tt1024648,Argo,2012,148,http://www.imsdb.com/Movie Scripts/Argo Script.html
7800,tt0137363,Arlington Road,1999,41,Arlington Road.pdf
1694,tt0120591,Armageddon,1998,374,http://www.scifiscripts.com/scripts/Armageddon.pdf
3862,tt0913354,Armored,2009,18,http://www.screenplaydb.com/film/download/armored20060926/
1696,tt0106308,Army of Darkness,1992,24,http://www.imsdb.com/Movie Scripts/Army of Darkness Script.html
6605,tt0364955,Art School Confidential,2006,4,Art School Confidential.pdf
1700,tt0082031,Arthur,1981,298,http://www.imsdb.com/Movie Scripts/Arthur Script.html
6037,tt1430607,Arthur Christmas,2011,50,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/Arthur%20Christmas%2011-Feb-10.pdf
1702,tt0119822,As Good as It Gets,1997,280,http://www.imsdb.com/Movie Scripts/As Good As It Gets Script.html
1705,tt0112401,Assassins,1995,60,http://www.imsdb.com/Movie Scripts/Assassins Script.html
1710,tt0132512,At First Sight,1999,38,http://www.imsdb.com/Movie Scripts/At First Sight Script.html
3872,tt0783233,Atonement,2007,64,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Atonement.pdf
5378,tt1322269,August: Osage County,2013,40,http://gointothestory.blcklst.com/wp-content/uploads/2014/06/August-Osage-County.pdf
698,tt0118655,Austin Powers: International Man of Mystery,1997,102,film_20100519/all_imsdb_05_19_10/Austin-Powers---International-Man-of-Mystery.html
699,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,351,film_20100519/all_imsdb_05_19_10/Austin-Powers---The-Spy-Who-Shagged-Me.html
1716,tt2114461,Authors Anonymous,2014,,http://www.imsdb.com/Movie Scripts/Authors Anonymous Script.html
1717,tt0174480,Autumn in New York,2000,61,http://www.imsdb.com/Movie Scripts/Autumn in New York Script.html
1718,tt0499549,Avatar,2009,882,http://www.imsdb.com/Movie Scripts/Avatar Script.html
706,tt0099077,Awakenings,1990,107,film_20100519/all_imsdb_05_19_10/Awakenings.html
3879,tt0491747,Away from Her,2006,20,http://awayfromherscript.com/afhSCRIPT.pdf
5170,tt1176740,Away We Go,2009,10,http://www.screenplaydb.com/film/download/awaywego200711/
1727,tt0449467,Babel,2006,45,http://www.imsdb.com/Movie Scripts/Babel Script.html
707,tt0086927,Bachelor Party,1984,99,film_20100519/all_imsdb_05_19_10/Bachelor-Party.html
7856,tt0088763,Back to the Future,1985,517,BACK TO THE FUTURE (1985) Robert Zemeckis & Bob Gale [1984-10-12][4th].pdf
3881,tt0096874,Back to the Future Part II,1989,258,http://www.scifiscripts.com/scripts/back_to_the_future_2_3.pdf
3882,tt0099088,Back to the Future Part III,1990,180,http://www.scifiscripts.com/scripts/back_to_the_future_2_3.pdf
1735,tt0101393,Backdraft,1991,160,http://www.imsdb.com/Movie Scripts/Backdraft Script.html
708,tt0112442,Bad Boys,1995,131,film_20100519/all_imsdb_05_19_10/Bad-Boys.html
1739,tt2350892,Bad Country,2014,,http://www.imsdb.com/Movie Scripts/Bad Country Script.html
1740,tt0047849,Bad Day at Black Rock,1955,,http://www.imsdb.com/Movie Scripts/Bad Day at Black Rock Script.html
712,tt0103759,Bad Lieutenant,1992,4,film_20100519/all_imsdb_05_19_10/Bad-Lieutenant.html
7897,tt1034010,Bad Meat,2011,,Bad Meat.pdf
1744,tt0307987,Bad Santa,2003,86,http://www.imsdb.com/Movie Scripts/Bad Santa Script.html
1746,tt1284575,Bad Teacher,2011,109,http://www.imsdb.com/Movie Scripts/Bad Teacher Script.html
1747,tt0069762,Badlands,1973,,http://www.imsdb.com/Movie Scripts/Badlands Script.html
714,tt0215545,Bamboozled,2000,3,film_20100519/all_imsdb_05_19_10/Bamboozled.html
3892,tt1423894,Barney's Version,2010,8,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Barney%27s_Version.pdf
716,tt0072684,Barry Lyndon,1975,,film_20100519/all_imsdb_05_19_10/Barry-Lyndon.html
715,tt0101410,Barton Fink,1991,12,film_20100519/all_imsdb_05_19_10/Barton-Fink.html
1759,tt0264395,Basic,2003,38,http://www.dailyscript.com/scripts/Basic.txt
718,tt0103772,Basic Instinct,1992,247,film_20100519/all_imsdb_05_19_10/Basic-Instinct.html
1762,tt0115632,Basquiat,1996,5,http://www.imsdb.com/Movie Scripts/Basquiat Script.html
725,tt0096895,Batman,1989,550,film_20100519/all_imsdb_05_19_10/Batman.html
1771,tt0118688,Batman & Robin,1997,202,http://www.imsdb.com/Movie Scripts/Batman and Robin Script.html
1773,tt0372784,Batman Begins,2005,278,http://www.imsdb.com/Movie Scripts/Batman Begins Script.html
1775,tt0112462,Batman Forever,1995,368,http://www.imsdb.com/Movie Scripts/Batman Forever Script.html
722,tt0103776,Batman Returns,1992,341,film_20100519/all_imsdb_05_19_10/Batman-Returns.html
6053,tt1532958,Battle of the Year,2013,9,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/Planet%20B-Boy%20%28Oct%202011%29.pdf
9245,tt0185183,Battlefield Earth,2000,34,http://www.horrorlair.com/scripts/Battlefield-Earth(2000).pdf
3902,tt0094715,Beaches,1988,120,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Beaches.pdf
1789,tt0118689,Bean,1997,85,http://www.imsdb.com/Movie Scripts/Bean Script.html
5380,tt1365050,Beasts of No Nation,2015,,http://gointothestory.blcklst.com/wp-content/uploads/2015/12/Beasts-of-No-Nation.pdf
1792,tt2125435,Beasts of the Southern Wild,2012,13,http://www.imsdb.com/Movie Scripts/Beasts of the Southern Wild Script.html
9254,tt0101414,Beauty and the Beast,1991,452,http://www.fpx.de/fp/Disney/Scripts/BeautyAndTheBeast.txt
729,tt0115641,Beavis and Butt-Head Do America,1996,124,film_20100519/all_imsdb_05_19_10/Beavis-and-Butt-head-Do-America.html
8031,tt0115644,Bed of Roses,1996,74,Bed of Roses (1996).pdf
3907,tt0389790,Bee Movie,2007,160,http://www.joblo.com/scripts/script_beemovie.pdf
3909,tt0094721,Beetlejuice,1988,155,http://www.dailyscript.com/scripts/beetlejuice_skaaren_.html
5381,tt2209418,Before Midnight,2013,8,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/Before-Midnight.pdf
8727,tt0112471,Before Sunrise,1995,10,http://indiegroundfilms.files.wordpress.com/2014/01/before-sunrise-numbered.pdf
6916,tt0381681,Before Sunset,2004,8,Before Sunset.pdf
8633,tt1980929,Begin Again,2013,17,BEGIN AGAIN (2014) (aka CAN A SONG SAVE YOUR LIFE) by John Carney [Undated] [Shoot.] [Digital].pdf
1796,tt1532503,Beginners,2010,6,http://www.imsdb.com/Movie Scripts/Beginners Script.html
734,tt0106379,Being Human,1994,3,film_20100519/all_imsdb_05_19_10/Being-Human.html
1801,tt0120601,Being John Malkovich,1999,39,http://www.dailyscript.com/scripts/beingjohnmalkovich.html
1802,tt0078841,Being There,1979,,http://www.imsdb.com/Movie Scripts/Being There Script.html
5383,tt2404181,Belle,2013,11,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/BELLE-FYC.pdf
1807,tt0120603,Beloved,1998,42,http://www.imsdb.com/Movie Scripts/Beloved Script.html
3918,tt0276816,Below,2002,0,http://www.dailyscript.com/scripts/Below _ Twohy _ 11-6-00.htm
3919,tt0065462,Beneath the Planet of the Apes,1970,,http://pota.goatley.com/scripts/pota_beneath_final.pdf
1809,tt0106387,Benny & Joon,1993,48,http://www.imsdb.com/Movie Scripts/Benny & Joon Script.html
3920,tt0442933,Beowulf,2007,103,http://www.joblo.com/scripts/script_beowulf.pdf
3922,tt0402057,Beowulf & Grendel,2005,,http://www.dailyscript.com/scripts/BeowulfGrendel-script.pdf
1811,tt0094737,Big,1988,243,http://www.imsdb.com/Movie Scripts/Big Script.html
6910,tt1126590,Big Eyes,2014,15,BIG EYES - Scott Alexander & Larry Karaszewski.pdf
6607,tt1228953,Big Fan,2009,,BIG FAN - Robert Siegel.pdf
740,tt0319061,Big Fish,2003,95,film_20100519/all_imsdb_05_19_10/Big-Fish.html
8095,tt0099141,Bird on a Wire,1990,146,Bird On A Wire (1988.12.25) [Scan].pdf
5385,tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,45,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/BIRDMAN.pdf
1831,tt0188453,Birthday Girl,2001,7,http://www.imsdb.com/Movie Scripts/Birthday Girl Script.html
8237,tt0454082,Black Christmas,2006,21,"BLACK CHRISTMAS (Glenn Morgan) (Numbered Draft; October 19, 2005).pdf"
7243,tt0265086,Black Hawk Down,2001,167,Black Hawk Down - Undated - Shooting script.pdf
744,tt0096933,Black Rain,1989,99,film_20100519/all_imsdb_05_19_10/Black-Rain.html
1838,tt0462200,Black Snake Moan,2006,12,http://www.imsdb.com/Movie Scripts/Black Snake Moan Script.html
1841,tt0947798,Black Swan,2010,117,http://www.imsdb.com/Movie Scripts/Black Swan Script.html
1843,tt0120611,Blade,1998,129,http://www.imsdb.com/Movie Scripts/Blade Script.html
1846,tt0187738,Blade II,2002,122,http://www.imsdb.com/Movie Scripts/Blade II Script.html
1849,tt0083658,Blade Runner,1982,4,http://www.imsdb.com/Movie Scripts/Blade Runner Script.html
3936,tt0359013,Blade: Trinity,2004,73,http://www.dailyscript.com/scripts/BladeTrinity.txt
7935,tt0445934,Blades of Glory,2007,149,Blades Of Glory.pdf
1853,tt0124298,Blast from the Past,1999,45,"http://www.imsdb.com/Movie Scripts/Blast from the Past, The Script.html"
8301,tt0071230,Blazing Saddles,1974,558,Blazing Saddles - Screenplay.pdf
1858,tt0115710,Blood and Wine,1996,2,http://www.imsdb.com/Movie Scripts/Blood and Wine Script.html
8743,tt0450259,Blood Diamond,2006,76,http://indiegroundfilms.files.wordpress.com/2013/08/blood-diamond-jul-27-05-numbered.pdf
1861,tt0086979,Blood Simple.,1984,4,http://www.dailyscript.com/scripts/blood_simple.html
8744,tt0309377,Blood Work,2002,39,http://indiegroundfilms.files.wordpress.com/2013/08/blood-work-mar-9-98-numbered-1st-revised.pdf
4589,tt0112533,Bloodfist VII: Manhunt,1995,,http://www.awesomefilm.com/script/manhunt.html
1863,tt0221027,Blow,2001,81,http://www.imsdb.com/Movie Scripts/Blow Script.html
8479,tt2334873,Blue Jasmine,2013,35,Blue Jasmine.pdf
3947,tt1120985,Blue Valentine,2010,10,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Blue_Valentine.pdf
1866,tt0090756,Blue Velvet,1986,20,http://www.imsdb.com/Movie Scripts/Blue Velvet Script.html
1870,tt0106447,"Bodies, Rest & Motion",1993,1,"http://www.imsdb.com/Movie Scripts/Bodies, Rest & Motion Script.html"
1872,tt0082089,Body Heat,1981,,http://www.imsdb.com/Movie Scripts/Body Heat Script.html
757,tt0106453,Body of Evidence,1993,27,film_20100519/all_imsdb_05_19_10/Body-of-Evidence.html
6582,tt0758774,Body of Lies,2008,47,Body of Lies (2007.09.21).pdf
3951,tt0181984,Boiler Room,2000,27,http://sfy.ru/sfy.html?script=boiler_room
8392,tt2494362,Bone Tomahawk,2015,,BONE TOMAHAWK Script.pdf
1879,tt0166110,Bones,2001,11,http://www.horrorlair.com/HorrorWorld/newyork/bones.html
1882,tt0061418,Bonnie and Clyde,1967,,http://www.imsdb.com/Movie Scripts/Bonnie and Clyde Script.html
1884,tt0118749,Boogie Nights,1997,50,http://www.imsdb.com/Movie Scripts/Boogie Nights Script.html
7351,tt0452592,Borderland,2007,,borderland by eric  poppen and zev berman .pdf
8025,tt0096969,Born on the Fourth of July,1989,153,Born on the Fourth of July (June 1978 Draft) (scanned).pdf
1893,tt0115734,Bottle Rocket,1996,2,http://www.imsdb.com/Movie Scripts/Bottle Rocket Script.html
1895,tt0115736,Bound,1996,7,http://www.imsdb.com/Movie Scripts/Bound Script.html
8628,tt0106471,Boxing Helena,1993,3,Boxing Helena (2nd Revised Draft).pdf
3958,tt1781782,Boy Who Never Slept,2006,,http://www.dailyscript.com/scripts/Boy+Who+Never+Slept.txt
5386,tt1065073,Boyhood,2014,27,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/Boyhood-screenplay-11-14-FINAL.pdf
5287,tt0112571,Boys on the Side,1995,46,http://www.awesomefilm.comscript/boysontheside.txt
7796,tt0101507,Boyz n the Hood,1991,118,Boyz N the Hood (1990.09.28) [Scan].pdf
771,tt0112573,Braveheart,1995,151,film_20100519/all_imsdb_05_19_10/Braveheart.html
774,tt0088846,Brazil,1985,24,film_20100519/all_imsdb_05_19_10/Brazil.html
8760,tt0118771,Breakdown,1997,94,http://indiegroundfilms.files.wordpress.com/2013/08/breakdown-mar-96-revised-1st.pdf
8560,tt0120618,Breakfast of Champions,1999,,Breakfast of Champions.pdf
1921,tt0078902,Breaking Away,1979,,http://www.imsdb.com/Movie Scripts/Breaking Away Script.html
1922,tt0393109,Brick,2005,2,http://www.imsdb.com/Movie Scripts/Brick Script.html
8410,tt1430612,Brick Mansions,2014,21,Brick Mansions.pdf
1925,tt1478338,Bridesmaids,2011,185,http://www.screenplaydb.com/film/download/bridesmaids/
5388,tt3682448,Bridge of Spies,2015,74,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/Bridge-of-Spies.pdf
3966,tt0810784,Bright Star,2009,5,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Brightstar.pdf
776,tt0163988,Bringing Out the Dead,1999,28,film_20100519/all_imsdb_05_19_10/Bringing-Out-the-Dead.html
1928,tt0092699,Broadcast News,1987,113,http://www.imsdb.com/Movie Scripts/Broadcast News Script.html
8765,tt0388795,Brokeback Mountain,2005,112,http://indiegroundfilms.files.wordpress.com/2013/08/brokeback-mountain-feb-1-03-numbered.pdf
