script_id,imdb_id,title,year,gross (inflation-adjusted),link
906,tt0083929,Fast Times at Ridgemont High,1982,,film_20100519/all_imsdb_05_19_10/Fast-Times-at-Ridgemont-High.html
2273,tt0106873,Fatal Instinct,1993,16,http://www.imsdb.com/Movie Scripts/Fatal Instinct Script.html
5309,tt0101862,Father of the Bride,1991,184,http://www.awesomefilm.comscript/fatherofthebride.txt
2276,tt0120669,Fear and Loathing in Las Vegas,1998,19,http://www.imsdb.com/Movie Scripts/Fear and Loathing in Las Vegas Script.html
4204,tt0362636,Fear of Clowns,2004,,http://www.kangaskahnfilms.com/foc/FOC1.TXT
910,tt0426459,Feast,2005,,film_20100519/all_imsdb_05_19_10/Feast.html
909,tt0091042,Ferris Bueller's Day Off,1986,164,film_20100519/all_imsdb_05_19_10/Ferris-Bueller's-Day-Off.html
2282,tt0097351,Field of Dreams,1989,141,http://www.imsdb.com/Movie Scripts/Field of Dreams Script.html
912,tt0137523,Fight Club,1999,63,film_20100519/all_imsdb_05_19_10/Fight-Club.html
915,tt0195714,Final Destination,2000,86,film_20100519/all_imsdb_05_19_10/Final-Destination.html
2294,tt0309593,Final Destination 2,2003,67,http://www.dailyscript.com/scripts/final_destination2.html
7904,tt0414982,Final Destination 3,2006,71,Final Destination 3 Draft 9-24-04.pdf
4214,tt2219868,Finders Keepers: The Root of All Evil,2013,,https://dl.dropboxusercontent.com/u/90875400/Finders%20Keepers.pdf
2296,tt0266543,Finding Nemo,2003,549,http://www.imsdb.com/Movie Scripts/Finding Nemo Script.html
6539,tt0087262,Firestarter,1984,39,Firestarter.pdf
916,tt0065724,Five Easy Pieces,1970,,film_20100519/all_imsdb_05_19_10/Five-Easy-Pieces.html
4218,tt0240507,Five Feet High and Rising,2000,,http://www.dailyscript.com/scripts/fivefeetandrising.html
7154,tt0418689,Flags of Our Fathers,2006,44,flags_of_our_fathers.pdf
2299,tt0080745,Flash Gordon,1980,,http://www.imsdb.com/Movie Scripts/Flash Gordon Script.html
917,tt0089155,Fletch,1985,114,film_20100519/all_imsdb_05_19_10/Fletch.html
2303,tt1907668,Flight,2012,102,http://www.imsdb.com/Movie Scripts/Flight Script.html
4220,tt0408790,Flightplan,2005,121,http://www.dailyscript.com/scripts/flightplan.html
4221,tt1405500,For Colored Girls,2010,41,http://moviecultists.com/wp-content/uploads/screenplays/for-colored-girls.pdf
6100,tt0082398,For Your Eyes Only,1981,194,For Your Eyes Only_Reduced.pdf
8850,tt0800039,Forgetting Sarah Marshall,2008,76,http://indiegroundfilms.files.wordpress.com/2014/01/forgetting-sarah-marshall-dec18-06.pdf
921,tt0109830,Forrest Gump,1994,686,film_20100519/all_imsdb_05_19_10/Forrest-Gump.html
7378,tt1341167,Four Lions,2010,,Four Lions.pdf
2311,tt0113101,Four Rooms,1995,8,http://www.imsdb.com/Movie Scripts/Four Rooms Script.html
2313,tt1100089,Foxcatcher,2014,12,http://www.imsdb.com/Movie Scripts/Foxcatcher Script.html
2314,tt0488120,Fracture,2007,49,http://www.imsdb.com/Movie Scripts/Fracture Script.html
4227,tt0264616,Frailty,2001,20,http://www.horrorlair.com/movies/frailty-script.html
2316,tt0083967,Frances,1982,14,http://www.imsdb.com/Movie Scripts/Frances Script.html
8521,tt0021884,Frankenstein,1931,298,Frankenstein (Florey & Fort) [1931-5-23] [Scan].pdf
5404,tt1142977,Frankenweenie,2012,38,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/Frankenweenie.pdf
2325,tt0329101,Freddy vs. Jason,2003,118,http://www.horrorlair.com/scripts/FreddyVsJason_final_draft.pdf
6356,tt0101917,Freddy's Dead: The Final Nightmare,1991,72,Nightmare On Elm Street 6 - Freddys Dead (1991) [1990-10-29] [3rd Num.] [Rev. 1990-12-19] [Scan].pdf
6333,tt0073018,French Connection II,1975,,French Connection 2 (1975) [1974-6-26] [Scan].pdf
2331,tt0186151,Frequency,2000,72,http://www.imsdb.com/Movie Scripts/Frequency Script.html
2334,tt0080761,Friday the 13th,1980,121,http://www.horrorlair.com/scripts/Friday1.txt
7174,tt0758746,Friday the 13th,2009,75,Friday the 13th (2009) - Damian Shannon & Mark Swift (2008.4.12).pdf
4235,tt0083972,Friday the 13th Part III,1982,107,http://www.horrorlair.com/scripts/friday13th3.txt
926,tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,1989,31,film_20100519/all_imsdb_05_19_10/Friday-the-13th-Part-VIII-Jason-Takes-Manhattan.html
4241,tt0101921,Fried Green Tomatoes,1991,165,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Fried_Green_Tomatoes.pdf
6042,tt1632708,Friends with Benefits,2011,61,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/Friends%20with%20Benefits.pdf
2337,tt1438176,Fright Night,2011,20,http://www.imsdb.com/Movie Scripts/Fright Night (1985) Script.html
2338,tt0116367,From Dusk Till Dawn,1996,20,http://www.imsdb.com/Movie Scripts/From Dusk Till Dawn Script.html
6196,tt0120860,From Dusk Till Dawn 2: Texas Blood Money,1999,,From Dusk Till Dawn 2- Texas Blood Money.pdf
6965,tt0870111,Frost/Nixon,2008,22,FrostNixon.pdf
2343,tt2294629,Frozen,2013,429,http://www.imsdb.com/Movie Scripts/Frozen (Disney) Script.html
2344,tt0978759,Frozen River,2008,3,http://www.imsdb.com/Movie Scripts/Frozen River Script.html
2346,tt2334649,Fruitvale Station,2013,17,http://www.imsdb.com/Movie Scripts/Fruitvale Station Script.html
2350,tt0093058,Full Metal Jacket,1987,103,http://www.imsdb.com/Movie Scripts/Full Metal Jacket Script.html
4251,tt0369441,Fun with Dick and Jane,2005,149,http://www.dailyscript.com/scripts/Fun-with-Dick-and-Jane_part1.pdf
2352,tt1201167,Funny People,2009,60,http://www.imsdb.com/Movie Scripts/Funny People Script.html
6270,tt2713180,Fury,2014,91,Fury (2014) by David Ayer [Undated].pdf
937,tt0119173,G.I. Jane,1997,91,film_20100519/all_imsdb_05_19_10/G.I.-Jane.html
935,tt1046173,G.I. Joe: The Rise of Cobra,2009,174,film_20100519/all_imsdb_05_19_10/G.I.-Joe-The-Rise-of-Cobra.html
4256,tt0177789,Galaxy Quest,1999,122,http://www.scifiscripts.com/scripts/GalaxyQuest.txt
2358,tt0425055,Game 6,2005,,http://www.imsdb.com/Movie Scripts/Game 6 Script.html
939,tt1034032,Gamer,2009,23,film_20100519/all_imsdb_05_19_10/Gamer.html
2368,tt0083987,Gandhi,1982,,http://www.dailyscript.com/scripts/Gandhi.txt
2370,tt0118900,Gang Related,1997,10,http://www.imsdb.com/Movie Scripts/Gang Related Script.html
942,tt0217505,Gangs of New York,2002,116,film_20100519/all_imsdb_05_19_10/Gangs-of-New-York.html
7849,tt1321870,Gangster Squad,2013,49,Gangster Squad (2010.09.16).pdf
2374,tt0333766,Garden State,2004,37,http://www.imsdb.com/Movie Scripts/Garden State Script.html
941,tt0119177,Gattaca,1997,23,film_20100519/all_imsdb_05_19_10/Gattaca.html
2380,tt0208988,Get Carter,2000,24,http://www.dailyscript.com/scripts/Get_Carter.pdf
7858,tt2561572,Get Hard,2015,93,Get Hard (2015).pdf
4260,tt1226229,Get Him to the Greek,2010,67,http://www.joblo.com/scripts/Get%20Him%20To%20The%20Greek.PDF
2382,tt1194263,Get Low,2009,10,http://www.imsdb.com/Movie Scripts/Get Low Script.html
5408,tt2473602,Get on Up,2014,32,http://gointothestory.blcklst.com/wp-content/uploads/2014/11/Get-On-Up.pdf
2384,tt0113161,Get Shorty,1995,144,http://www.imsdb.com/Movie Scripts/Get Shorty Script.html
2389,tt0099653,Ghost,1990,448,http://www.imsdb.com/Movie Scripts/Ghost Script.html
2396,tt0288477,Ghost Ship,2002,45,http://www.imsdb.com/Movie Scripts/Ghost Ship Script.html
7324,tt0082449,Ghost Story,1981,,Ghost Story (1981).pdf
7329,tt0995039,Ghost Town,2008,15,GHOST TOWN (2008) by David Koepp & John Kamps [2007.02.07] [Scan].pdf
2399,tt0162346,Ghost World,2001,9,http://www.imsdb.com/Movie Scripts/Ghost World Script.html
7290,tt0087332,Ghostbusters,1984,592,GHOSTBUSTERS - 1983.10.07 revision by Harold Ramis & Dan Aykroyd.pdf
2405,tt0097428,Ghostbusters II,1989,245,http://www.imsdb.com/Movie Scripts/Ghostbusters 2 Script.html
953,tt0210070,Ginger Snaps,2000,,film_20100519/all_imsdb_05_19_10/Ginger-Snaps.html
5315,tt0335119,Girl with a Pearl Earring,2003,16,http://www.awesomefilm.comscript/girlwithapearlearring.pdf
2408,tt0172495,Gladiator,2000,303,http://www.imsdb.com/Movie Scripts/Gladiator Script.html
8063,tt0097438,Gleaming the Cube,1989,6,Gleaming The Cube (1987.02.17) [Scan].pdf
2412,tt0104348,Glengarry Glen Ross,1992,22,http://www.imsdb.com/Movie Scripts/Glengarry Glen Gross Script.html
8572,tt0080798,Gloria,1980,,GLORIA (1980) by John Cassavetes [5th draft rev. 1979.09.24].pdf
8411,tt0097441,Glory,1989,58,Glory.pdf
8871,tt0385726,Glory Road,2006,56,http://indiegroundfilms.files.wordpress.com/2014/01/glory-road-apr-17-04.pdf
2413,tt0139239,Go,1999,28,http://www.imsdb.com/Movie Scripts/Go Script.html
2419,tt0120684,Gods and Monsters,1998,11,http://www.imsdb.com/Movie Scripts/Gods and Monsters Script.html
6099,tt0113189,GoldenEye,1995,214,GoldenEye_Reduced.pdf
6271,tt2267998,Gone Girl,2014,178,"Gone Girl (06.14.13, Gillian Flynn, David Fincher's Movie, 2014).pdf"
8050,tt0187078,Gone in Sixty Seconds,2000,164,GONE IN 60 SECONDS by Scott Rosenberg [1999-4-6] [Digital].pdf
4286,tt0452625,Good Luck Chuck,2007,44,http://www.dailyscript.com/scripts/Good-Luck-Chuck.pdf
8881,tt0433383,"Good Night, and Good Luck.",2005,42,http://indiegroundfilms.files.wordpress.com/2014/01/goodnight-good-luck-oct20-04.pdf
2427,tt0119217,Good Will Hunting,1997,261,http://www.imsdb.com/Movie Scripts/Good Will Hunting Script.html
4292,tt0099685,Goodfellas,1990,96,http://www.dailyscript.com/scripts/goodfellas.html
6515,tt0280707,Gosford Park,2001,63,Gosford-Park.pdf
962,tt0348836,Gothika,2003,85,film_20100519/all_imsdb_05_19_10/Gothika.html
2436,tt1205489,Gran Torino,2008,179,http://www.imsdb.com/Movie Scripts/Gran Torino Script.html
2438,tt0022958,Grand Hotel,1932,,http://www.imsdb.com/Movie Scripts/Grand Hotel Script.html
2440,tt0338075,Grand Theft Parsons,2003,,http://www.imsdb.com/Movie Scripts/Grand Theft Parsons Script.html
5410,tt4270516,Grandma,2015,7,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/Grandma.pdf
2445,tt1454468,Gravity,2013,293,http://www.imsdb.com/Movie Scripts/Gravity Script.html
8887,tt1133985,Green Lantern,2011,128,http://indiegroundfilms.files.wordpress.com/2014/01/green-lantern-jun09-08-1st.pdf
4306,tt0947810,Green Zone,2010,38,http://www.joblo.com/scripts/Green Zone.pdf
4308,tt1234654,Greenberg,2010,4,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Greenberg.pdf
971,tt0087363,Gremlins,1984,383,film_20100519/all_imsdb_05_19_10/Gremlins.html
973,tt0099700,Gremlins 2: The New Batch,1990,85,film_20100519/all_imsdb_05_19_10/Gremlins-2.html
6140,tt0462322,Grindhouse,2007,31,grindhouse_planet_terror.pdf
974,tt0119229,Grosse Pointe Blank,1997,53,film_20100519/all_imsdb_05_19_10/Grosse-Point-Blank.html
975,tt0107048,Groundhog Day,1993,148,film_20100519/all_imsdb_05_19_10/Groundhog-Day.html
2462,tt0113243,Hackers,1995,15,http://www.imsdb.com/Movie Scripts/Hackers Script.html
2465,tt0480687,Hall Pass,2011,49,http://www.imsdb.com/Movie Scripts/Hall Pass Script.html
6836,tt0077651,Halloween,1978,174,Halloween-Carpenter&amp;Hill(1978).pdf
4311,tt0373883,Halloween,2007,73,http://www.dailyscript.com/scripts/halloween.html
4315,tt0095271,Halloween 4: The Return of Michael Myers,1988,37,http://www.horrorlair.com/scripts/halloween4.txt
6119,tt0097474,Halloween 5,1989,25,Halloween 5.pdf
4317,tt0120694,Halloween H20: 20 Years Later,1998,102,http://www.horrorlair.com/scripts/H20.txt
6837,tt0082495,Halloween II,1981,79,Halloween 2 (1981) [1981-3-12] [Shoot.] [Scan].pdf
4319,tt0220506,Halloween: Resurrection,2002,45,http://www.dailyscript.com/scripts/Halloween8_shooting.pdf
978,tt0113253,Halloween: The Curse of Michael Myers,1995,30,film_20100519/all_imsdb_05_19_10/Halloween-The-Curse-of-Michael-Myers.html
2470,tt0993842,Hanna,2011,44,http://www.imsdb.com/Movie Scripts/Hanna Script.html
2472,tt0091167,Hannah and Her Sisters,1986,94,http://www.imsdb.com/Movie Scripts/Hannah and Her Sisters Script.html
6568,tt0212985,Hannibal,2001,253,Hannibal (Zaillian) (2000.02.09) (Scanned)-2.pdf
6315,tt0367959,Hannibal Rising,2007,35,Hannibal Rising (2007) (aka Behind The Mask - Young Hannibal) [2004-12-1] [Scan].pdf
6958,tt0079268,Hanover Street,1979,,Hanover Street (1977.07).pdf
983,tt0067180,"Happy Birthday, Wanda June",1971,,"film_20100519/all_imsdb_05_19_10/Happy-Birthday,-Wanda-June.html"
4328,tt0210094,Happy Campers,2001,,http://www.dailyscript.com/scripts/happy-campers_early.html
2483,tt0366548,Happy Feet,2006,262,http://www.imsdb.com/Movie Scripts/Happy Feet Script.html
985,tt0120696,Hard Rain,1998,36,film_20100519/all_imsdb_05_19_10/Hard-Rain.html
8404,tt0073092,Hard Times,1975,21,Hard Times.pdf
986,tt0099739,Hard to Kill,1990,97,film_20100519/all_imsdb_05_19_10/Hard-to-Kill.html
4333,tt0079271,Hardcore,1979,,http://www.dailyscript.com/scripts/Hardcore.txt
4334,tt0099740,Hardware,1990,11,http://web.archive.org/web/20040321134849/http://www.kotinet.com/nagtloper/write/hardware.pdf
988,tt0366551,Harold & Kumar Go to White Castle,2004,25,film_20100519/all_imsdb_05_19_10/Harold-and-Kumar-Go-to-White-Castle.html
4337,tt0067185,Harold and Maude,1971,,http://www.dailyscript.com/scripts/Harold-and-Maude.htm
7607,tt0060490,Harper,1966,,Harper (1966) [1965-6-9] [Rev. Final] [Scan].pdf
989,tt0295297,Harry Potter and the Chamber of Secrets,2002,392,film_20100519/all_imsdb_05_19_10/Harry-Potter-and-the-Chamber-of-Secrets.html
2492,tt0330373,Harry Potter and the Goblet of Fire,2005,393,http://www.imsdb.com/Movie Scripts/Harry Potter and the Goblet of Fire Script.html
4339,tt0417741,Harry Potter and the Half-Blood Prince,2009,350,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Harry_Potter_And_The_Half_Blood_Prince.pdf
992,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,348,film_20100519/all_imsdb_05_19_10/Harry-Potter-and-the-Prisoner-of-Azkaban.html
991,tt0241527,Harry Potter and the Sorcerer's Stone,2001,488,film_20100519/all_imsdb_05_19_10/Harry-Potter-and-the-Sorcerer's-Stone.html
7175,tt0422401,Hatchet,2006,,Hatchet Unrated Screenplay.pdf
7176,tt1270835,Hatchet II,2010,,Hatchet II UNRATED Screenplay.pdf
7177,tt1870419,Hatchet III,2013,,Hatchet III UNRATED Screenplay.pdf
4341,tt2257436,Hate Crime,2012,,http://www.horrorlair.com/movies/Hate_Crime_script.html
2498,tt1001508,He's Just Not That Into You,2009,109,http://www.imsdb.com/Movie Scripts/He's Just Not That Into You Script.html
6585,tt0252501,Hearts in Atlantis,2001,37,Hearts In Atlantis (2000.04).pdf
996,tt0113277,Heat,1995,134,film_20100519/all_imsdb_05_19_10/Heat.html
4345,tt0097493,Heathers,1988,2,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Heathers.HTM
6045,tt1929263,Heaven Is for Real,2014,97,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/HEAVEN%20IS%20FOR%20REAL%20April%204%202013-Clean%5b2%5d%20Caren%20Beck.pdf
2505,tt0110005,Heavenly Creatures,1994,6,http://www.imsdb.com/Movie Scripts/Heavenly Creatures Script.html
1001,tt0252503,Heist,2001,,film_20100519/all_imsdb_05_19_10/Heist.html
7446,tt0167190,Hellboy,2004,82,"HELLBOY (1st draft, March '99).pdf"
1002,tt0411477,Hellboy II: The Golden Army,2008,91,film_20100519/all_imsdb_05_19_10/Hellboy-2-The-Golden-Army.html
2519,tt0093177,Hellraiser,1987,32,http://www.imsdb.com/Movie Scripts/Hellraiser Script.html
1006,tt0104409,Hellraiser III: Hell on Earth,1992,26,film_20100519/all_imsdb_05_19_10/Hellraiser-3-Hell-on-Earth.html
2524,tt0337636,Hellraiser: Deader,2005,,http://www.cenobite.com/library/hr7-020829.pdf
2529,tt0274546,Hellraiser: Hellseeker,2002,,http://www.horrorlair.com/scripts/hellraiser_hellseeker_orig.html
1010,tt0122529,Henry Fool,1997,2,film_20100519/all_imsdb_05_19_10/Henry-Fool.html
4351,tt1029120,Henry Poole Is Here,2008,2,http://aquilamorongstudio.com/wp-content/uploads/2012/10/HENRY.POOLE_.10.12.06.pdf
2534,tt1220888,Henry's Crime,2010,,http://www.imsdb.com/Movie Scripts/Henry's Crime Script.html
4352,tt1798709,Her,2013,27,https://dl.dropboxusercontent.com/s/t711fe3u47rgkr1/HER%20%282013%29%20Spilke%20Jonze%20-Final-.pdf
5521,tt0119282,Hercules,1997,187,http://www.cubbi.org/disney/scripts/hercules.txt
4353,tt1212419,Hereafter,2010,36,http://www.joblo.com/scripts/hereafter.pdf
4354,tt0104412,Hero,1992,40,http://www.dailyscript.com/scripts/hero1.html
2535,tt1403177,Hesher,2010,,http://www.imsdb.com/Movie Scripts/Hesher Script.html
2536,tt0146882,High Fidelity,2000,44,http://www.imsdb.com/Movie Scripts/High Fidelity Script.html
2540,tt0091203,Highlander,1986,13,http://www.scifiscripts.com/scripts/Highlander_final.txt
1008,tt0144964,Highlander: Endgame,2000,20,film_20100519/all_imsdb_05_19_10/Highlander-Endgame.html
1015,tt0032599,His Girl Friday,1940,,film_20100519/all_imsdb_05_19_10/His-Girl-Friday.html
7780,tt0386588,Hitch,2005,241,Hitch (2001.12.11).pdf
4361,tt0975645,Hitchcock,2012,6,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Hitchcock.pdf
4365,tt0311289,Holes,2003,97,http://replay.waybackmachine.org/20070626162155/http://www.richard-kelly.net/multimedia/scripts/Holes-Script72.pdf
2548,tt0164052,Hollow Man,2000,118,http://www.imsdb.com/Movie Scripts/Hollow Man Script.html
7120,tt0099785,Home Alone,1990,588,Home Alone (1990.02.02).pdf
2550,tt0829193,Honeydripper,2007,,http://www.imsdb.com/Movie Scripts/Honeydripper Script.html
8618,tt0102057,Hook,1991,247,Hook (early).pdf
4369,tt0093209,Hope and Glory,1987,22,http://www.dailyscript.com/scripts/hopeandglory.html
6300,tt1528071,Horns,2013,,Horns - Keith Bunin [07.10.2012].pdf
2551,tt1499658,Horrible Bosses,2011,129,http://www.imsdb.com/Movie Scripts/Horrible Bosses Script.html
8243,tt2170439,Horrible Bosses 2,2014,57,Horrible Bosses 2.pdf
1016,tt0340163,Hostage,2005,46,film_20100519/all_imsdb_05_19_10/Hostage.html
8902,tt0425112,Hot Fuzz,2007,29,http://indiegroundfilms.files.wordpress.com/2014/01/hot-fuzz.pdf
4373,tt0787475,Hot Rod,2007,17,http://www.joblo.com/scripts/hot-rod.pdf
8157,tt0079308,Hot Stuff,1979,,Hot Stuff (1979).pdf
2558,tt1231587,Hot Tub Time Machine,2010,55,http://www.imsdb.com/Movie Scripts/Hot Tub Time Machine Script.html
1019,tt0395169,Hotel Rwanda,2004,32,film_20100519/all_imsdb_05_19_10/Hotel-Rwanda.html
1018,tt0251736,House of 1000 Corpses,2003,18,film_20100519/all_imsdb_05_19_10/House-of-1000-Corpses.html
7445,tt0093223,House of Games,1987,5,House of Games.pdf
4377,tt0116573,House of the Damned,1996,,http://www.horrorlair.com/scripts/houseOfTheDamned.txt
7167,tt0397065,House of Wax,2005,43,HOUSE OF WAX by Chad Hayes and Carey Hayes [remake] [12.11.2003].pdf
4378,tt0185371,House on Haunted Hill,1999,69,http://www.dailyscript.com/scripts/house-on-haunted-hill.html
4379,tt1341188,How Do You Know,2010,33,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-How_Do_You_Know.pdf
2565,tt0455538,How to Lose Friends & Alienate People,2008,3,http://www.imsdb.com/Movie Scripts/How to Lose Friends & Alienate People Script.html
2566,tt0892769,How to Train Your Dragon,2010,239,http://www.imsdb.com/Movie Scripts/How to Train Your Dragon Script.html
2567,tt1646971,How to Train Your Dragon 2,2014,188,http://www.imsdb.com/Movie Scripts/How to Train Your Dragon 2 Script.html
2569,tt0102070,Hudson Hawk,1991,35,http://www.dailyscript.com/scripts/Hudson_Hawk.PDF
6672,tt0286716,Hulk,2003,190,Hulk (John Turman).pdf
2576,tt0219822,Human Nature,2001,1,http://www.imsdb.com/Movie Scripts/Human Nature Script.html
5533,tt0116583,Hunchback of Notre Dame,1996,196,http://www.fpx.de/fp/Disney/Scripts/HunchbackOfNotreDame.txt
5416,tt1477855,Hyde Park on Hudson,2012,6,http://gointothestory.blcklst.com/wp-content/uploads/2014/07/Hyde-Park-on-Hudson.pdf
4392,tt0480249,I Am Legend,2007,323,http://www.horrorlair.com/scripts/legend.txt
2579,tt1464540,I Am Number Four,2011,60,http://www.imsdb.com/Movie Scripts/I Am Number Four Script.html
2580,tt0277027,I Am Sam,2001,61,http://www.imsdb.com/Movie Scripts/I am Sam Script.html
7148,tt0119345,I Know What You Did Last Summer,1997,136,I Know What You Did Last Summer.pdf
2582,tt1045772,I Love You Phillip Morris,2009,2,http://www.imsdb.com/Movie Scripts/I Love You Phillip Morris Script.html
4394,tt1691920,I Melt with You,2011,,http://www.simplyscripts.com/scripts/exclusive/AUGUST_2ndFINAL_DRAFT.pdf
5417,tt3640682,I Smile Back,2015,,http://gointothestory.blcklst.com/wp-content/uploads/2015/12/I-Smile-Back.pdf
2584,tt1242432,I Spit on Your Grave,2010,,http://www.imsdb.com/Movie Scripts/I Spit on Your Grave Script.html
2585,tt0130018,I Still Know What You Did Last Summer,1998,74,http://www.imsdb.com/Movie Scripts/I Still Know What You Did Last Summer Script.html
4395,tt0770772,I Think I Love My Wife,2007,15,http://www.dailyscript.com/scripts/I-Think-I-Love-My-Wife-script.pdf
4396,tt0036027,I Walked with a Zombie,1943,,http://www.dailyscript.com/scripts/i-walked_with_a_zombie.html
2587,tt0110097,I'll Do Anything,1994,21,http://www.imsdb.com/Movie Scripts/I'll Do Anything Script.html
5418,tt3236120,I'll See You in My Dreams,2015,7,http://gointothestory.blcklst.com/wp-content/uploads/2015/10/Ill-See-You-In-My-Dreams.pdf
8911,tt0343818,"I, Robot",2004,203,http://indiegroundfilms.files.wordpress.com/2014/01/i-robot-numbered.pdf
4397,tt0309698,Identity,2003,74,http://www.horrorlair.com/movies/identity-script.html
7447,tt2024432,Identity Thief,2013,143,IDENTITY THIEF (2013) (aka ID THEFT) by Jerry Eeten (Rev. - Craig Mazin) [2011.12.02] [1st] [Digital].pdf
4399,tt0387808,Idiocracy,2006,0,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Idiocracy.htm
8916,tt0780536,In Bruges,2008,9,http://indiegroundfilms.files.wordpress.com/2014/01/in-bruges.pdf
4403,tt0385267,In Good Company,2004,63,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-In_Good_Company.pdf
4404,tt0388125,In Her Shoes,2005,44,http://aquilamorongstudio.com/wp-content/uploads/2012/10/IN-HER-SHOES.pdf
2596,tt0247425,In the Bedroom,2001,55,http://www.imsdb.com/Movie Scripts/In the Bedroom Script.html
8488,tt0107206,In the Line of Fire,1993,214,In the Line of Fire - 1992-04 - Draft.pdf
2597,tt1226774,In the Loop,2009,2,http://www.imsdb.com/Movie Scripts/In the Loop Script.html
7102,tt0113409,In the Mouth of Madness,1994,18,In the Mouth of Madness (Michael De Luca).pdf
4409,tt0478134,In the Valley of Elah,2007,8,http://pdl.warnerbros.com/wip/us/elah/ITVOE_Final_Script.pdf
6747,tt1637688,In Time,2011,41,I'm.Mortal by Andrew Niccol [Undated] [Rev] [Scan].pdf
2598,tt1375666,Inception,2010,323,http://www.imsdb.com/Movie Scripts/Inception Script.html
1030,tt0116629,Independence Day,1996,602,film_20100519/all_imsdb_05_19_10/Independence-Day.html
7330,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,384,INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL (2008) by David Koepp [2007.10.17] [Shoot.] [Digital].pdf
2604,tt0097576,Indiana Jones and the Last Crusade,1989,431,http://www.imsdb.com/Movie Scripts/Indiana Jones and the Last Crusade Script.html
1036,tt0087469,Indiana Jones and the Temple of Doom,1984,466,film_20100519/all_imsdb_05_19_10/Indiana-Jones-and-the-Temple-of-Doom.html
5420,tt1969062,Infinitely Polar Bear,2014,1,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/Infinitely-Polar-Bear.pdf
4423,tt0361748,Inglourious Basterds,2009,140,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Inglourious_Bastards.pdf
6867,tt1791528,Inherent Vice,2014,8,INHERENT VICE (2014) by Paul Thomas Anderson [2013.08.07] [Shoot.] [Digital].pdf
2613,tt0093260,Innerspace,1987,57,http://www.imsdb.com/Movie Scripts/Innerspace Script.html
6968,tt0454848,Inside Man,2006,117,Inside_Man_by_Russell_Gewirtz_and_Menno_Meyjes.pdf
5424,tt2096673,Inside Out,2015,367,http://gointothestory.blcklst.com/wp-content/uploads/2015/11/Inside-Out.pdf
2618,tt1591095,Insidious,2010,59,http://www.imsdb.com/Movie Scripts/Insidious Script.html
7779,tt2226417,Insidious: Chapter 2,2013,89,INSIDIOUS 2 (2013) by Leigh Whannell [2012.11] [Digital] (1).pdf
2619,tt0278504,Insomnia,2002,100,http://www.imsdb.com/Movie Scripts/Insomnia Script.html
6092,tt0816692,Interstellar,2014,200,Interstellar Final draft Nolan & Nolan (157 p).pdf
2622,tt0110148,Interview with the Vampire: The Vampire Chronicles,1994,218,http://www.imsdb.com/Movie Scripts/Interview with the Vampire Script.html
7424,tt0089346,Into the Night,1985,16,Into the Night.pdf
2625,tt0758758,Into the Wild,2007,23,http://www.imsdb.com/Movie Scripts/Into the Wild Script.html
5423,tt2180411,Into the Woods,2014,136,http://gointothestory.blcklst.com/wp-content/uploads/2014/12/Into-The-Woods.pdf
1041,tt0138524,Intolerable Cruelty,2003,50,film_20100519/all_imsdb_05_19_10/Intolerable-Cruelty.html
2629,tt0119381,Inventing the Abbotts,1997,11,http://www.imsdb.com/Movie Scripts/Inventing the Abbotts Script.html
2632,tt1057500,Invictus,2009,43,http://www.imsdb.com/Movie Scripts/Invictus Script.html
4437,tt0037820,Isle of the Dead,1945,,http://www.dailyscript.com/scripts/isleofthedead.htm
7631,tt3235888,It Follows,2014,15,It Follows - 2015.pdf
2642,tt0038650,It's a Wonderful Life,1946,,http://www.aellea.com/script/itsawonderfullife.txt
2644,tt1230414,It's Complicated,2009,131,http://www.imsdb.com/Movie Scripts/It's Complicated Script.html
4440,tt0804497,It's Kind of a Funny Story,2010,7,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-It%27s_Kind_of_a_Funny_Story.pdf
4441,tt1278379,Jack Goes Boating,2010,0,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Jack_Goes_Boating.pdf
6495,tt0790724,Jack Reacher,2012,87,Jack Reacher.pdf
2653,tt0119396,Jackie Brown,1997,75,http://www.imsdb.com/Movie Scripts/Jackie Brown Script.html
